"","unique_fish_id","est_standard_length","est_height_anus","region","year","station","sampling_date","CIS_break_up_date","open_water_day","NASC_zoo","surf_sal_kgm3","surf_temp_degC","carbon_mg","fish_WW","feeding_success","prey_range_um","prey_min_um","prey_max_um","prey_median_um","fish_cond","acartia sp c","acartia sp n","amphipod sp","appendicularian sp","bivalve larvae","boroecia maxima","calanoid sp","calanoid sp c","calanoid sp n","calanus finmarchicus c","calanus glacialis c","calanus glacialis n","calanus hyperboreus c","calanus sp c","calanus sp n","chaetognath sp","chiridus sp c","cirripedia sp","cirripedia sp n","coscinodiscus sp","crustacea sp meta","cyclopoid sp c","cyclopoid sp n","decapoda sp","decapoda sp meta","digested matter","egg","egg sack","euphausiacea sp","eurytemora sp c","fecal pellet","fritillaria sp","harpacticoid sp c","heterorhabdus norvegicus c","limacina helicina","metridia longa c","metridia longa n","microcalanus sp  n","microcalanus sp c","microcalanus sp n","oikopleura sp","oithona similis c","oithona similis n","oncea sp c","onceaidae sp c","paraeuchaeta sp c","paraheterorhabdus compactus c","parasite","podon sp","polychaetae larvae","pseudocalanus sp c","pseudocalanus sp n","pseudocalanus sp/acartia sp c","pseudocalanus sp/metridia longa n","radiolarian sp","scolecithricella sp c","spinocalanus sp c","trematoda sp","triconia borealis c","unknown","unknown c","unknown n","unknown nc","vers","vertebrae"
"108","2014-177",13.114,1.826,"North Water",2014,"101","2014-08-01","2014-06-04",58,4.98640854203936,30.42525,2.274,15.9095189972753,13.0598416616934,1.21820152260654,425,106,531,221,0.172741753347028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,3,1,0,0,0
"109","2014-178",15.438,2.324,"North Water",2014,"101","2014-08-02","2014-06-04",59,4.98640854203936,31.4836666666667,1.23966666666667,78.6199540793851,21.9769842140714,3.57737682812033,314,181,495,428.5,0.320076245944236,0,0,0,0,1,0,0,0,0,0,1,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,4,1,0,0,0
"110","2014-179",24.734,3.32,"North Water",2014,"101","2014-08-06","2014-06-04",63,4.98640854203936,32.0707795210852,3.16212218124526,55.421540291719,98.8488648962664,0.560669465955722,203,88,291,180.5,-0.0865857836669345,0,0,0,0,2,0,0,0,0,0,4,0,1,0,2,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0
"111","2014-207",10.458,1.328,"North Water",2014,"120","2014-08-06","2014-06-04",63,4.98640854203936,29.775,2.206875,4.34384213241554,6.34459410121747,0.684652487317037,957,155,1112,596.5,0.0755023332359342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0
"112","2014-208",9.794,0.996,"North Water",2014,"120","2014-08-06","2014-06-04",63,4.98640854203936,29.775,2.206875,2.16624756972015,5.14665915574261,0.420903639461545,1941,155,2096,747.5,-0.15630752179184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"113","2014-213",10.292,1.328,"North Water",2014,"120","2014-08-06","2014-06-04",63,4.98640854203936,29.775,2.206875,11.5793682976585,6.02888472227126,1.92064848327307,1178,91,1269,388,0.100549869478991,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0
"114","2014-234",10.458,0.83,"Peel Sound",2014,"309","2014-08-10","2014-09-03",-24,0.117005313840156,30.4663461538462,-1.01840384615385,0.664779179964552,6.34459410121747,0.104778835235021,309,150,459,196,-0.422497666764066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,1,0,0,0
"115","2014-236",11.454,1.162,"Peel Sound",2014,"309","2014-08-10","2014-09-03",-24,0.117005313840156,30.4663461538462,-1.01840384615385,0.456437820498882,8.48078571139297,0.0538202279873326,652,176,828,451.5,-0.240782884222406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"116","2014-237",14.276,1.494,"Peel Sound",2014,"309","2014-08-10","2014-09-03",-24,0.117005313840156,30.4663461538462,-1.01840384615385,4.32049136278052,17.122120525952,0.252333894988764,137,79,216,181,-0.334591000354368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,2,2,0,0,0
"117","2014-238",12.118,1.162,"Peel Sound",2014,"309","2014-08-10","2014-09-03",-24,0.117005313840156,30.4663461538462,-1.01840384615385,1.9038462821104,10.1509669580701,0.187553194683273,316,175,491,269.5,-0.340973029194632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,5,2,0,0,0
"118","2014-239",13.778,1.328,"Peel Sound",2014,"309","2014-08-10","2014-09-03",-24,0.117005313840156,30.4663461538462,-1.01840384615385,5.14177159243313,15.2885608111985,0.336314951808079,360,154,514,238,-0.425448391625198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,5,4,0,0,0
"119","2014-260",15.106,1.826,"Peel Sound",2014,"310","2014-08-11","2014-09-03",-23,0.117005313840156,30.2813684210526,-1.05109064327485,20.7754063196087,20.5045164452373,1.0132112295891,305,154,459,290.5,-0.127828681569651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,2,21,0,0,0,0,0,0,0,0,10,6,0,0,0
"120","2014-261",12.948,1.162,"Peel Sound",2014,"310","2014-08-11","2014-09-03",-23,0.117005313840156,30.2813684210526,-1.05109064327485,11.2649517715644,12.5397613965021,0.898338605924891,360,144,504,178,-0.466210710409915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,1,0,0,0,0,0,0,0,0,1,18,0,0,0,0,0,0,0,0,0,7,0,0,0
"121","2014-262",11.288,0.996,"Peel Sound",2014,"310","2014-08-11","2014-09-03",-23,0.117005313840156,30.2813684210526,-1.05109064327485,8.12181772281969,8.09488944631961,1.00332657742625,1216,103,1319,168,-0.38173534797932,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,1,6,0,0,0
"122","2014-263",12.45,1.328,"Peel Sound",2014,"310","2014-08-11","2014-09-03",-23,0.117005313840156,30.2813684210526,-1.05109064327485,15.4324645519153,11.0650382757777,1.39470503104342,1159,160,1319,160,-0.225068101680745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,4,18,0,0,0
"123","2014-264",11.288,1.162,"Peel Sound",2014,"310","2014-08-11","2014-09-03",-23,0.117005313840156,30.2813684210526,-1.05109064327485,15.4814673593532,8.09488944631961,1.91249892441606,129,91,220,168,-0.215735347979358,0,0,0,0,0,0,0,0,4,0,0,0,0,0,14,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,5,8,0,0,0
"124","2014-309",23,3.5,"Mackenzie Shelf",2014,"434","2014-08-23","2014-06-25",59,4.49090140486504,30.7277333333333,5.26095,144.5573482536,78.3924948955801,1.84402025278252,864,115,979,247,0.355055347932224,0,0,0,1,1,0,0,0,0,0,4,0,0,2,1,0,0,0,0,72,0,0,0,0,0,0,168,0,0,11,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,54,0,15,2,0,0,2,0,0,0,2,0,23,0,0,0,0
"125","2014-310",43,5,"Mackenzie Shelf",2014,"434","2014-08-23","2014-06-25",59,4.49090140486504,30.7277333333333,5.26095,279.09261214863,576.935234312912,0.483750333745883,544,115,659,203,-1.16272010303845,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0
"126","2014-312",46,7,"Mackenzie Shelf",2014,"434","2014-08-23","2014-06-25",59,4.49090140486504,30.7277333333333,5.26095,800.022762659471,715.418510186227,1.11825840577038,707,150,857,304.5,0.384613579315947,0,0,0,0,0,0,0,1,0,0,4,0,4,4,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,15,0,0,0,0
"127","2014-315",36,4.5,"Mackenzie Shelf",2014,"434","2014-08-23","2014-06-25",59,4.49090140486504,30.7277333333333,5.26095,475.149240791626,327.316325396435,1.45165151850015,1109,99,1208,125,-0.606498695198716,0,0,0,0,5,0,0,0,0,0,1,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,11,0,0,0,0
"128","2014-316",42,5.5,"Mackenzie Shelf",2014,"434","2014-08-23","2014-06-25",59,4.49090140486504,30.7277333333333,5.26095,1071.28436986773,535.214567859161,2.00159792763645,1118,132,1250,274,-0.511831330489919,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
"129","2014-317",41,5,"Mackenzie Shelf",2014,"434","2014-08-23","2014-06-25",59,4.49090140486504,30.7277333333333,5.26095,415.786829460639,495.613573985548,0.838933498364522,649,208,857,429,-0.860942557941385,0,0,0,0,26,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,11,0,0,0,0
"130","2014-318",40,5,"Mackenzie Shelf",2014,"434","2014-08-23","2014-06-25",59,4.49090140486504,30.7277333333333,5.26095,873.633982189308,458.072333115561,1.90719656925648,685,91,776,246,-0.710053785392851,0,0,0,0,1,0,0,1,0,0,2,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0
"131","2014-321",31,4,"Mackenzie Shelf",2014,"434","2014-08-23","2014-06-25",59,4.49090140486504,30.7277333333333,5.26095,186.647019904334,203.145166196972,0.918786419576229,673,181,854,396,-0.352054832456047,0,0,0,0,0,0,0,1,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,34,0,0,13,0,0,0,1,1,1,0,0,3,0,1,8,0,0,0,0,0,3,4,0,15,1,0,0,0,0,0,0,0,0,26,0,0,0,0
"132","2014-322",22,3,"Mackenzie Shelf",2014,"421","2014-08-24","2014-06-25",60,4.49090140486504,26.731375,0.106125,144.114464731896,68.0285229108155,2.1184417736194,400,62,462,335,0.00594412048075726,0,0,0,0,0,0,0,0,0,0,8,0,1,1,27,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,1,0,4,0,0,0,0,0,0,0,0,3,11,0,0,0,0,0,0,0,0,29,3,0,0,0
"133","2014-324",30,4.5,"Mackenzie Shelf",2014,"421","2014-08-24","2014-06-25",60,4.49090140486504,26.731375,0.106125,29.3757199408584,182.969833152152,0.160549525759421,299,154,453,198,0.298833940092487,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,10,2,0,0,0
"134","2014-BulkA",21.2059996968715,2.94956546464184,"North Water",2014,"105","2014-08-01","2014-06-04",58,4.98640854203936,32.5150714285714,4.18992857142857,265.401314149876,60.5014947894111,4.38669019788129,2375,333,2708,555,0.0753153162648201,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0
"135","2014-BulkB",21.1886120886516,2.68831456222818,"North Water",2014,"105","2014-08-01","2014-06-04",58,4.98640854203936,32.5150714285714,4.18992857142857,17.7191087465782,60.3433889496747,0.293637945349002,1396,62,1458,458,-0.183311991286984,0,0,0,0,1,0,0,0,0,0,1,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"136","2014-BulkC",17.4809603358791,2.37012436057051,"North Water",2014,"105","2014-08-01","2014-06-04",58,4.98640854203936,32.5150714285714,4.18992857142857,63.6178310206009,32.669760921482,1.94730017074502,2037,505,2542,1195.5,0.0579408290686082,0,0,0,0,1,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,6,0,0,0,0
"137","2014-BulkD",16.4377038426852,2.33663065513286,"North Water",2014,"105","2014-08-01","2014-06-04",58,4.98640854203936,32.5150714285714,4.18992857142857,62.3440628953724,26.8470123659353,2.32219742165715,363,106,469,233,0.181862815342274,0,0,0,0,2,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"138","2014-BulkE",19.1225551119342,2.63025880613625,"North Water",2014,"105","2014-08-01","2014-06-04",58,4.98640854203936,32.5150714285714,4.18992857142857,223.846816179544,43.5004929347948,5.14584550835044,452,78,530,282,0.070377053853309,0,0,0,0,0,0,0,0,0,0,7,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,9,0,0,0,0
"139","2014-BulkF",8.34019241463021,0.626218764116923,"Peel Sound",2014,"309","2014-08-10","2014-09-03",-24,0.117005313840156,30.4663461538462,-1.01840384615385,1.50435169519373,3.08257998065209,0.488017084596618,97,88,185,141,-0.306725515596721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0
"140","2015-104",20.714,2.571,"Lancaster Sound",2015,"CAA-2","2015-08-10","2015-05-28",74,13.5694351274854,32.531,4.54716666666667,38.0051133361636,56.1364260833532,0.677013411572236,671,144,815,263,-0.229012918021828,0,0,0,8,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,0,0,1,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,14,9,0,0,0
"141","2015-119",20,2.714,"Lancaster Sound",2015,"CAA-2","2015-08-10","2015-05-28",74,13.5694351274854,32.531,4.54716666666667,244.488453377832,50.1936034982106,4.87090856878901,484,103,587,283,0.0217216655778248,0,0,0,0,0,0,0,3,0,0,1,0,0,0,11,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,2,0,1,0,2,0,0,5,0,0,4,0,0,0,0,0,7,6,0,0,0,0,0,0,0,0,9,5,0,0,0
"142","2015-128",25,3.429,"Lancaster Sound",2015,"CAA-3","2015-08-11","2015-05-28",75,13.5694351274854,31.5715238095238,3.36728571428571,555.965606556512,102.280140787903,5.43571413056043,2106,78,2184,417,-0.0177221971648443,0,0,0,0,0,0,0,0,0,0,13,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,4,2,0,0,0
"143","2015-129",20.857,2.857,"Lancaster Sound",2015,"CAA-3","2015-08-11","2015-05-28",75,13.5694351274854,31.5715238095238,3.36728571428571,149.752569369354,57.3820504195535,2.60974587478883,3504,38,3542,375,0.0354099875037317,0,0,0,0,1,0,0,0,4,0,2,0,0,7,28,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0,2,0,0,0,0,0,0,23,27,0,0,0,0,0,0,0,0,10,11,0,0,0
"144","2015-133",11.857,1.714,"Lancaster Sound",2015,"CAA-3","2015-08-11","2015-05-28",75,13.5694351274854,31.5715238095238,3.36728571428571,61.4415110048522,9.46983397159397,6.48812969574274,1301,53,1354,365,0.250408940440535,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,20,5,0,0,0,0,0,0,0,0,1,0,0,0,0
"145","2015-135",12.143,1.714,"Lancaster Sound",2015,"CAA-3","2015-08-11","2015-05-28",75,13.5694351274854,31.5715238095238,3.36728571428571,53.6946873113126,10.2179227173431,5.2549514022234,1301,52,1353,362,0.207254751491655,0,0,0,0,1,0,0,0,0,0,1,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,10,0,0,0,0,0,0,0,1,2,2,0,0,0
"146","2015-140",25.571,2.751,"Lancaster Sound",2015,"CAA-3","2015-08-11","2015-05-28",75,13.5694351274854,31.5715238095238,3.36728571428571,490.304316128531,109.920296578164,4.4605439704202,2422,78,2500,343,-0.781879686290057,0,0,0,0,0,0,0,0,0,0,11,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,10,1,0,0,0
"147","2015-141",11.429,1.714,"Lancaster Sound",2015,"CAA-3","2015-08-11","2015-05-28",75,13.5694351274854,31.5715238095238,3.36728571428571,72.8153598014799,8.42187811540722,8.64597644416978,572,116,688,207,0.314989335091308,0,0,0,0,5,0,0,0,0,0,2,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,30,10,0,0,0,0,0,0,0,0,8,1,0,0,0
"148","2015-142",10.857,1.571,"Lancaster Sound",2015,"CAA-3","2015-08-11","2015-05-28",75,13.5694351274854,31.5715238095238,3.36728571428571,13.0550516618511,7.14952307478571,1.82600315088044,362,181,543,272,0.258297712989069,0,0,0,0,16,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0
"149","2015-146",15.857,2.143,"Lancaster Sound",2015,"CAA-3","2015-08-11","2015-05-28",75,13.5694351274854,31.5715238095238,3.36728571428571,25.3846242584001,23.936892150291,1.06048120612397,2689,83,2772,359,0.0758538502464001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,7,0,0,0,0,0,0,1,0,2,7,0,0,0
"150","2015-148",15.714,2.143,"Lancaster Sound",2015,"CAA-3","2015-08-11","2015-05-28",75,13.5694351274854,31.5715238095238,3.36728571428571,26.148973492872,23.255057527719,1.12444243415453,1521,62,1583,344,0.0974309447208403,0,0,0,0,2,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,8,2,0,0,0
"151","2015-150",21.571,3.143,"Lancaster Sound",2015,"CAA-3","2015-08-11","2015-05-28",75,13.5694351274854,31.5715238095238,3.36728571428571,68.8464467230166,63.8864680548311,1.0776373905023,3733,52,3785,359,0.213675403904078,0,0,0,0,0,0,0,1,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,1,2,0,0,0
"152","2015-151",10.286,1,"Lancaster Sound",2015,"CAA-5","2015-08-13","2015-05-28",77,13.5694351274854,31.1706976190476,3.29104821428571,1.50341811032016,6.01767997990355,0.249833509814567,203,150,353,212,-0.226544797885718,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"153","2015-159",14.714,2.143,"Lancaster Sound",2015,"CAA-5","2015-08-13","2015-05-28",77,13.5694351274854,31.1706976190476,3.29104821428571,25.33078198226,18.8548806386915,1.34346021423649,886,177,1063,288.5,0.248319717269374,0,0,0,3,1,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0
"154","2015-161",17.143,2.429,"Lancaster Sound",2015,"CAA-5","2015-08-13","2015-05-28",77,13.5694351274854,31.1706976190476,3.29104821428571,123.438551129904,30.6972634688685,4.02115814835054,185,115,300,221,0.167810888748986,0,0,0,1,1,0,0,2,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,4,1,0,0,0
"155","2015-163",26.751,4,"Lancaster Sound",2015,"CAA-5","2015-08-13","2015-05-28",77,13.5694351274854,31.1706976190476,3.29104821428571,933.979696326686,126.933822206183,7.35800498317614,492,179,671,288.5,0.289071562102673,0,0,0,0,0,0,0,1,0,0,3,0,2,1,9,0,0,0,0,1,0,0,0,0,0,0,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,6,0,0,0,0
"156","2015-176",17.429,2.429,"Lancaster Sound",2015,"CAA-4","2015-08-13","2015-05-28",77,13.5694351274854,28.8197601010101,0.396288277511962,170.482626768517,32.360995158703,5.26815154887683,1533,116,1649,191.5,0.124656699800105,0,0,0,0,0,0,0,4,0,0,1,0,2,4,8,0,0,0,0,4,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,0,0,1,0,0,14,16,0,0,0,0,0,0,0,0,8,5,0,0,0
"157","2015-18",17.571,2.286,"West Baffin Bay",2015,"BB-3","2015-08-06","2015-07-23",14,12.9825672024422,31.469048951049,3.0884965034965,66.2822760169193,33.209585625588,1.99587783973579,1549,132,1681,385,-0.0397695059017868,0,0,0,0,0,0,0,3,0,0,5,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,4,0,0,0,0
"158","2015-182",12.143,1.143,"Lancaster Sound",2015,"CAA-4","2015-08-13","2015-05-28",77,13.5694351274854,28.8197601010101,0.396288277511962,7.3626844616274,10.2179227173431,0.720565682996461,1828,165,1993,257,-0.363745248508345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,2,3,0,0,0
"159","2015-189",9.571,0.857,"Lancaster Sound",2015,"CAA-4","2015-08-13","2015-05-28",77,13.5694351274854,28.8197601010101,0.396288277511962,7.64293051124636,4.78207659822662,1.59824510424627,171,65,236,132,-0.261659325513516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,0,0,0,0,3,4,0,0,0
"160","2015-195",11.429,1.143,"Lancaster Sound",2015,"CAA-4","2015-08-13","2015-05-28",77,13.5694351274854,28.8197601010101,0.396288277511962,19.7174932501063,8.42187811540722,2.34122282226272,308,106,414,176,-0.256010664908692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5,5,0,0,0
"161","2015-2",15.857,2,"West Baffin Bay",2015,"BB-3","2015-08-06","2015-07-23",14,12.9825672024422,31.469048951049,3.0884965034965,27.9810491806595,23.936892150291,1.16895079799736,723,141,864,334,-0.0671461497535997,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,3,0,0,0
